id,source,comment,sentiment
323,YouTube,"Can a female cabin crew get pregnant without losing her job, if yes, when does the maternity leave commence?",
324,YouTube,How the F you could sleep with some female coworker like this?,
325,YouTube,"I really want to be a cabin crew, can you tell me how to get the job",
326,YouTube,"never wonderd, why there always is a ""man"" in the cabin working for UE? religion resons sum book another airline....",
327,YouTube,"Allah kahretmesin yaa çifte kumruların İngilizcesi neydi arkadaş.. yazacağım, 20 dakikadır aklıma gelmiyor. 02:35 you lovebirds... (bu kadarı geldi aklıma..)",
328,YouTube,how do you get to work on the same flights?,
329,YouTube,Where does the emirates crew stay in Venice? Any tips would be very much appreciated. I plan to send surprise flowers to my one and only!,
330,YouTube,"Thank you guys , you really work hard , good on you",
331,YouTube,What a nice video. Are they husband and wife ? They have an awesome job!,
332,YouTube,One day l pray I'll be part of Emirates cabin crew it's literally my dream,
333,YouTube,I love emirates I’m trying to apply for cabin crew in other airlines because unfortunately emirates doesn’t hire cabin crew from our country so i hope i will join this company in future,
334,YouTube,I also work in Dubai airport.and seen all these places.while watching this video I remember all these places.i left the UAE.finish job.but can't forgot these memories,
335,YouTube,"Very nice Video, great job!😊",
336,YouTube,"Great video. As a personal appreciation, I will say that I have not flown again in companies that required the use of masks by their employees. I know that you have to be politically correct when it comes to opinions, but as a client and frequent traveler, it seems absurd to me.",
337,YouTube,beautiful couple you are so cute .. thank you so much for this vlog i really learned a few thing from this video because i want to become an Emirates cabin crew Inshalah <3,
338,YouTube,Great video guys. You're a lovely couple. It's a hard job you do with your body clock constantly out of balance and the pressurised atmosphere in the cabin means it must take a toll on your bodies. Keep the videos coming as they are very interesting.,
339,YouTube,"Really smart and beautiful couple, very disciplined, efficient, and hardworking. Wish you all the happiness and success in life :)",
340,YouTube,"I have a lot if respect for cabin crews, they have such a hard job and they ate usually the ones that take the brunt of the angry passengers about delayed and cancelled flights",
341,YouTube,"After traveling to Dubai on Emirates I have never felt so bad for a flight attendant. The people on both of my flights were literally pigs. Within a couple of hours of being on the flight the airplane looked like we had farm animals roaming around. The bathrooms were destroyed. I honestly don’t know how they do it. The flight attendants can only do so much when the people flying are uneducated and dirty, most people also smelled terrible like they had taken a bath in onions and garlic. No amount of money could make me “serve” people like this. Kudos to you!",
342,YouTube,Beautiful couple and nice team work. I love it . Always together all time.,
343,YouTube,The most horrible cabin crew ever They are just child unfriendly and arrogant 🙄,
344,YouTube,That's a lot of hard work!,
345,YouTube,"I'M 32 years old,can apply for cabin crew??? and I put glasses,is that a problem.plz i need the answer.",
346,YouTube,How to get a job at emirates?,
347,YouTube,Is cabin service assistant in emirates same as the work you both do ?,
348,YouTube,My mom works with Emirates airlines,
349,YouTube,Do male crew members like yourself feel kinda left out?,
350,YouTube,What's the minimum height needed for Cain crew male?,
351,YouTube,Cabin crews man and woman stay together at motel ?,
352,YouTube,I noticed you carried your own snacks/meals. Are crew meals provided on flights for crew ?,
353,YouTube,I worked for Air India for 15 years. Lots of things have changed from then to now. Especially the trolly service unlike heavy porcelain fine China services. We did 707 747 Abus 300 etc. Enjoyed every bit. You too must do it.,
354,YouTube,I use to fly regularly on the A380. You guys have passion for your job and are totally professional. Love the way you all present yourself. Keep up the good work,
355,YouTube,dream job hoping in 2 years ill make it,
356,YouTube,"With this we can understand very well how hard is your job. It seems an easy job, but it's not You have to be every time on the sky road and then in the hotel and there you can stay for a short period But let me tell you that I appreciate your work so much when I travel on your wonderful Company..The best one",
357,YouTube,What are the qualifications needed to be cabin Crew in Emirates ?,
358,YouTube,Does Emirates have agreements with hotels around the world for its crew?,
359,YouTube,Such a cute job for couples,
360,YouTube,"I work for Emirates too but engineering department., being crew in Emirates is not an easy job .. you guys are really doing good 💐💐💐💐🎉🎉 great going",
361,YouTube,"There are quiet a lot of cabin crew video's around but I find them false & full of young women with false smiles & voices portraying glamorous life styles of beauty & travel. I get the opinion its the first class husband & uniform that is their draw card. The very fact that they are waitresses stuck thousands of miles in the air dealing with all sorts is completely lost on them. So thank you for your wonderful & very real video's, you seem like a lovely couple that get on so well together. Question : how do you get away with making some of the video's talking about the down sides of Emerates , I thought it would make things very difficult for you. Great video's Guys❤",
362,YouTube,great to know how emirates flight as a cabin crew! thanks,
363,YouTube,Female cabin crew is really good,
364,YouTube,Beautiful you make me miss Dubai i used to work there before ❤️❤️,
365,YouTube,"Why does the bag tag say SEA instead of CPH? Also, a 05:55 pick up to show up two hours prior without even including boarding? Hells to the no! Enjoy your tea, children amenities and three years conditional job offer without a union nor human rights.",
366,YouTube,As a regional first officer.....worst mistake you can make in life is date or marry a flight attendant...,
367,YouTube,"Wow nice but in this job, you really have to be fit all the time🙂",
368,YouTube,medical fact .... masks don't do anything....research this guys.... even dr fauchi admits this.... apart from that emirates is a good airline..... flown many times whilst working in the middle east,
369,YouTube,"Oh this brings back memories, as I used to work for airlingus her in Dublin ireland , your uniforms are beautiful , you both look stunning . Your passengers are so lucky to be looked after by the two of you xxx",
370,YouTube,Does the airline pay for the hotel too?,
371,YouTube,"Hallo, my Name is Günter. I cam from Germany. You have here a nice Chanel. I am very intristed in your work place. The Plans from Emirates cross my Country every Day. They came from London and Go to Dubai. Are you inside this Plans? I wich you all the best, from Germany. Bitte entschuldigt mein Englisch.",
372,YouTube,their uniforms looks so good. My company's uni seems like outta a thrift shop,
373,YouTube,So fun to see a bit into your lives at work. So interesting. Working on the crew is work for sure but hopefully very few unruly passengers.,
374,YouTube,one day al use this plane for real full of hospitality from their service crew❤️,
375,YouTube,why u guys brought your own foods from home? I thought cabin crew got complimentary meals onboard each flight?,
376,YouTube,"Cabin crew? Who wants to be that, what a horrible job, that's what you become if you don't finish school. Why are you acting as if this is a great job? Lol, I would be embarassed if I had that job",
377,YouTube,Can you be a cabin crew with level 2 cabin crew course do you need gcse English maths,
378,YouTube,"I'm really sorry that no body nows in order to enter this job, you have to take specialized courses related to this job so that you can be prepared for any incident during the flight in terms of medical care and possible mental problems, or cases of sexual harassment related to the plane. In this movie, Cabin Crew is just a person who has a good time and for It has been introduced to give just food to the passengers on the plane and I am sorry. Why is there no talk about the knowledge of cabin crew about different functions in different situations in connection with the plane and saving the lives of the passengers . Certainly, the founders of the aviation industry in the world do not spend so much on classes, clothes, transportation, insurance, and salaries for the cabin crew to feed the passengers on the plane. And the passenger's food can be provided to the passenger in a very good and hygienic package when boarding the plane and airlins save themselves from all these expenses . For information, the book of cabin rules has hundreds of pages of explanations for flight safety, which the cabin crew must be aware of and follow. There are many facts, one should think more and be fair . I hope a safe and nice flight for all passengers ، cabin crew and cackpit crew for all time",
379,YouTube,"My favorite airline ,beautiful crews, very professional service,n beautiful 💑",
380,YouTube,"I was cabin crew for many years with Qantas, I do miss it some days I loved watching this it bought back many fond memories!",
381,YouTube,Are employees allowed to have an intimate relationship together at Emirates? I thought the rules at Emirates were the stickiest out of all the airlines and would forbid it or discourage it.,
382,YouTube,"Now i know for sure i wouldn't do this job... very repetitive, robotic, tirying and not for real travelers",
383,YouTube,"I remember seeing airline crews checking in when I worked at the Grand Hyatt here in Melbourne. I also remember crew getting their allowance, I think it's a good idea to get it at your destination because that way, you're sure you'll have money for any emergency item etc. If it's included in your pay, it may go towards another expense or you might have forgotten/lost your card and you'll be in a foreign country with no money. Then again, I'm a very anxious person and always think of disasters! 🤷🏻‍♀️",
384,YouTube,"But to find black air. Plane workers,,,,it's hard, unless In ur own country,,,my friend had qualifications and enough papers than the rest but she was a black they denied her a job ..🚶🚶🚶",
385,YouTube,"What do you prefer, getting the allowance when you arrive? Or at the end of the month with your salary?",
386,YouTube,Proud to be a Emirates Employee,
387,YouTube,Love so much this video...you are doing amazing job,
388,YouTube,You are doing great job,
389,YouTube,Thank you to all the cabin crew’s for their hard work.. sometimes we forget how much they have do for us so that we can have safe and comfortable journeys,
390,YouTube,Sweet! So there is no rule against couples working together on the same flight?,
391,YouTube,The two of you are sooo cute together! You make working together so warm and touching! 🥰,
392,YouTube,"Beautiful people, so kind and elegant. I flu several times from Toronto to Dubai by Emirates and it was always absolutely the best. The best flights, and the best cabin crew always.",
393,YouTube,typical pretty little emirates crew ... joke. once you have seen emirates crew for so many years you see them for real posers and selfie cravers,
394,YouTube,yo what the hrll,
395,YouTube,EXCELLENT JOB WELL DONE 👏 ✔️ 👍,
396,YouTube,Hey Girl What is the procedure to enter As cabin crew in emirates (Have graduation degree in business ),
397,YouTube,I feel like I was behind this young lady either in Copenhagen or Heathrow last week! I remember that pretty purse and luggage,
398,YouTube,"I really enjoyed your vlog. You’re such a lovely couple 💖. All I was thinking how long you have to wear those heels, you must feel relieved when you can take them off !! Our perception of flight attendants, is that you live a glamorous life, jet setting around the world. You have shown us how strenuous & difficult the job is. Take care .",
399,YouTube,"They give each cabin crew an individual hotel room, always. This couple used one room, it's their choice.",
400,YouTube,Hey I loved your video. My name is preeti and I used to work with Emirates 2005-2009. I live in UK now with my sweet little family and I’m also an aspiring youtuber however most of my vlogs are in Hindi. However if you ever come to London or Birmingham do let me know if possible and would love to meet you,
401,YouTube,Great history this Airline can't wait to see new crews from Fiji joining.,
402,YouTube,It looks like you are a married couple if so is that true and does magament know this and really like working together,
403,YouTube,"I Have blog mentioned.. Here it's safe .. have some online amazon shopping banners I have provided.continues monthly needs continued, will start website's. if MONTHLY,WHEAT, COOKING OILS, DUSTBIN BAGS, WASHING POWDERS, SOAPS, SHAMPOOS, CLEANING THING'S.. world wide tse.. world statistics to be INDIA TRAPS TO kept as there dirty diseases populated as in computer..pay pray £30,$25,€23 to world HR life org from 2021 for me correctly to be as EASTERN ANY RICH POWERFUL COUNTRIES NEEDED TO BE FASTER",
404,YouTube,Emirates crew went to emirates.,
405,YouTube,So u crew had a living relationships without marriage.... Come to life reality it's like living in hell,
406,YouTube,Do you guys not get crew meal?? Why do you need to pack all those food?,
407,YouTube,I love traveling and costumer service jobs,
408,YouTube,Fabulous video. I worked for EK for 14 years and still miss so much of it.,
409,YouTube,I was thinking of becoming cabin crew and I saw this video today 😊,
410,YouTube,"Why do they have to take their own food, do emirates not feed the crew on board?",
411,YouTube,Supporting anything fom this disgusting abusive country is wrong.How about someone ask these cabin crew where their passports are.............similiar to the hundreds of thousands of Indian and Pakistan slave labourers they use to build their shitty cities,
412,YouTube,sorry guys i dont pay attention to all cabin crew /its a tough job,
413,YouTube,Do you guy always fly together? Or do you ever do separate trips/shifts?,
414,YouTube,The pilots enjoy alot .Kissing those beautiful cabin crew is just a beginning.,
415,YouTube,Huge respect to you people....we just see the luxury hotels that you stay and the world tours that u enjoy...but never saw behind the scenes or rather a long day of work 😉 good luck to you peeps and ❤ from India 🇮🇳,
416,YouTube,got so lucky to be able to work and travel together .. you both are meant for this and do it so calm and well and both look happy most importantly not sure how you do it!! god bless,
417,YouTube,"Apartments for the crew in Dubai is only for the same sex, males only or females only. Also this is difficult job. You don't have a base, you home always traveling. How you can make a family and have children? Difficult job, although high salaries tax free. You don't have your comfort zone. Stability. Only if you are young 22- 28 years old perhaps.",
418,YouTube,"I can’t even say how much I envy you guys! Getting to work together, experiencing many adventures, seeing lots of places. All of it together! Absolutely love it!",
419,YouTube,"Dream job, dream relationship ❤️",
420,YouTube,KLM cabin Crew here the guy is not gay that's something New!,
421,YouTube,Thanks that reminded me nice moments as cabin crew in Emirates.,
422,YouTube,I hate cabin crews reminds me of my teachers always asking something to do . Try close seat beat . Hope one day an airlines comes where I can just sit without anyone asking me anything to do,
423,YouTube,Wonderful job,
424,YouTube,"The airline may be very good at what they do, but do not forget that it does not like ANY lgbt staff working for them.",
425,YouTube,Did the whipped cream get through?,
426,YouTube,I love emrites flty n no doute best crew of emrites flty waaaaooo 👍 love from Karachi Pakistan 🇵🇰,
427,YouTube,"Its mean, sex between crewmembers is allowed? Cool!",
428,YouTube,Hello my question is how to apply Emirates crew you look like this video.,
429,YouTube,What a tedious job. I cannot understand why this appeals to anybody.,
430,YouTube,My flight Experience with Emirates very comfort...n friendly crew there,
431,YouTube,how do you manage to be at the same flight crew? do you always fly together?,
432,YouTube,Can’t wait to be a cabin crew 😄,
433,YouTube,Nice job both👍,
434,YouTube,As a former flight attendant the job is highly time and energy consuming my gf and I started at the same time but I need to resing my papers due to hardness of the job I wish you both good luck and safe flights,
435,YouTube,Wow you guys work in Emirates that's great i always travel with Emirates whether it is business class first class or economy actually most of my friends are cabin crew and pilot❤️,
436,YouTube,"Is this couple allowed to work together, although they seem to be a couple? Maybe Emirates regulations allow it...",
437,YouTube,How much do emirates pay approx pls tell? I am interested in pilot.,
438,YouTube,Are you couples working in the same airline?,
439,YouTube,Was also so curious about cabin crew life! Seems really tiring though after long flights. (btw she is so gorgeous!!),
440,YouTube,"You guys are amaaazzzing!! I don’t know how you do it. As passengers we see the glamorous side of being an air hostess, the lovely uniforms, free travelling and stays you have in lovely hotels, but behind the scenes it’s long hours and hard work, with you having to continuously wear smiles on you faces even when you are sooooo tired 🥱. I personally don’t feel that the salary reflects the hard work. Blessings to you lovely couple. Thank you for sharing. Coral 👍🏾🙏🏾❤️",
441,YouTube,Is it your wife the woman you work with?,
442,YouTube,been traveeling with emirates since i was born :) u do a great job and service,
443,YouTube,Are you guys couple?? Or you just live together for work??,
444,YouTube,Nice cabin crew couple 😍,
445,YouTube,"What a beautiful couple, always wanted to know what you guys get up to in the background, thank you for sharing, now we know. What an awesome job, well deserved ♥️",
446,YouTube,wow!husband and wife on the same job! i'm sure ababy' would be difficult!,
447,YouTube,Wish my husband can one day work with the Emirates group,
448,YouTube,i have a weird question but do they have to pay for everything or get a ticket,
449,YouTube,Very nice I loved it so can u give any advice so how can I get job as a cabin crew,
450,YouTube,"I’m working at Dubai Taxi.. I never seen before such amazing people like them. They are royal , gentle, polite, helpful. Thanks to help us..",
451,YouTube,Totally different in reality being an employee...,
452,YouTube,I flew with you guys once between Jahannesburg and Dubai. What lovely couple. But we are lost now as you guys have left Emirates!!!! But i sure hope you enjoy your new life. I agree with your previous statement that flying is very tiresome. All the different times of being awake. I use to work shifts from 1980 to 2000. Left that job as i was really in melt down. Aeaiting your new video.,
453,YouTube,keep up the great work,
454,YouTube,"when I was a security guard in Abu Dhabi, I'd would walk to an accommodation of Etihad and just watch the crew board their buses...I personally wanted to be one(went for open days etc.) but gave upon realizing my chances were slim after a thorough research especially being a black African Male approaching 25(at the time). because of my observation skills I'm able to spot one..they're so well composed and organized(I believe they're groomed to be)..had a chance to date an Etihad crew but covid restrictions made me move to Dubai so we couldn't work it out..I've always wanted to know what goes on in a crew's life and this video did it for me...this was a great video, thumbs up",
455,YouTube,Is it possible for u to disclose how much you will get paid being a flight attendant in emirates at the very first beginning? If you don’t mind explaining what is included as well as i know it is complicated for the salary of a flight attendant because it usually comes with sever sectors. Thanksss,
456,YouTube,Is this adorable couple Italian? Love that Emirates gives foreigners an opportunity to work for their airline.,
457,YouTube,My dream job since my childhood. I'm so sad cause I was not selected to the job,
458,YouTube,"this is incredible, and this is me a zambian that has always and ever dreamed of becoming a cabin crew member ,watching your video just got me so emotional you guys are lovely, because of how hard it is to get a job as a cabin crew member of Emirates or any other airlines, how can you guys help for one to get chance to be a cabin crew member and honestly I'd love it if you guys helped me to be cabin crew member",
459,YouTube,I swear there's a certain poise and elegance that cabin crew members have,
460,YouTube,Emirates only employees attractive people. Ive never came across a fat cabin crew.,
461,YouTube,The crew appears nice and their uniform is great also but covering it up like you are working in a bio weapons lab just kills it.,
462,YouTube,"Hi!I'm from Philippines I enjoyed watching your video, it inspires me to be a cabin crew in the future. Can I ask how to be an Emirates Cabin Crew? Thank you!",
463,YouTube,Emirates air hostesses are lovely but the Dhabi airport crew 😩😩 I would love to fly with emirates again but what stops me is the PTSD from the airport crew. That experience was traumatic,
464,YouTube,"This is so interesting! A few questions: - did you two meet on a plane? - can you always work together or do you have different work shifts? - how many Emirates outfits do you have at home and how many do you have to bring? - do you have Emirates suitcases and if so, do you have to pay for them? - do you have to bring your own food on the plane or can you eat yummy meals from business class?",
465,YouTube,"bruh, only become a airplane crew if its ur dream. the job is a scam, a typical airplane crew gets paid 4,000 a month which is 50,00 a year",
466,YouTube,i loved this video. it showed how you both take your work seriously and the physical strength you put in for the preparation before the flight even begins. thnku for your good work and kindness to both of you. keep it up,
467,YouTube,"Great to see a behind the scenes look at Fa's at work, lovely couple. I used to work at a major airport as ground staff, so makes it more interesting",
468,YouTube,"What a lovely couple!!! I was cabin crew for over 32yrs with BA. It's nice when you're so far from home, to be with your partner. ❤❤❤",
469,YouTube,Do you always get to work together on the same flight ?,
470,YouTube,Questions (just out of curiosity!) have you ever known anyone who has... 1) Pulled the wrong carry on bag off the bus (since they all look the same) 2) Got on the wrong bus to the plane 3) Went to the wrong breifing or got on the wrong plane shift?!,
471,YouTube,Seeing this i felt like humans working like machines no hate but this is just i felt,
472,YouTube,Hello from Brisbane Australia where we have emirates flight crew daily at our hotel 😊,
473,YouTube,"Dream job of many , reality for few.",
474,YouTube,"How do I join this team I applied for Cabin Crew and rejected my application, I really want to work for Emirates anybody to help me ?",
475,YouTube,Good thing Emirates allowed u to film while working and share rooms even post duty??,
476,YouTube,"Gorgeous couple thanks for sharing your work routine... I can’t do that work every single day, sorry seemed a hectic life for me.😂",
477,YouTube,Just amazing that Emirates is. A forward looking Airline... Just wondering if this same couple can. Work and travel and stay in. The same room if it was any Asian Airline. 'PIA. 'AIR India.. Indigo.. Etc.. It's cool..,
478,YouTube,"I’ve lived in Dubai. NEVER AGAIN. I have friends and family that work forEmirates. Its a shitty place. Overrated and cheap labour. Over expensive and hardly any human rights. But you guys try and make it all look glamourous, when it’s NOT.",
479,YouTube,"Wow this is amazing , i want to ask if there's a married couple working both as cabin crew they put them always in the same flight ?",
480,YouTube,Wawoo nice job this is your wife? Tell me please.,
481,YouTube,I flew emirates for the first time and was very impressed with the service . On return I felt disgusted and ashamed of the arrivals lounge at Heathrow Airport . Clean it up Heathrow these lovely people will be arriving there soon . Well done guys . Great job Loved the A380 plane,
482,YouTube,the hotel you stay at is deducted from your salary? is it paid full by company or discounted price?,
483,YouTube,Beautiful video. Beautiful crew. Beautiful airline . Always my fav ! Everyone is always super polite. Thank you for working hard to make each of my flight with Emirates as enjoyable as possible ❤️,
484,YouTube,Hello sir mam Anyway to get any job their? Plz helps to get any job in emirates Staff or like that,
485,YouTube,"Assalamualaikum Incredible journey on the destination airplane @Emirates Mascapay, thank you, Allah SWT bless us 🇦🇪🇮🇩✅",
486,YouTube,"You definitely get what you pay for when it comes to Emirates. The attention to detail is superb. I live in California, it is on my buckey list to fly on Emirates A380 in one of the 1st class suites to Dubai",
487,YouTube,"Please answer my question, as you're continuously working in different time zones, how do you manage your time? Do you follow any specific time zone for simplicity? Do you keep multiple watches?",
488,YouTube,How to join the job....? I need that job....,
489,YouTube,I left EK back in 2010. I haven’t seen the headquarters or crew rooms and accommodation in that time. Seeing it again made me feel very emotional 😞,
490,YouTube,i have one question can you please answer To be a cabin crew do we have to show degree and how much did you score in borde exam ???,
491,YouTube,You both look so awesome. Thanks for making this video. It will help who have dream of this job. It's a quite tough job. I really appreciate your work. 💝💝,
492,YouTube,"Great video!!😍 I was wondering, do you get the same flights together with every shifts? I didn’t know airlines could do that😍",
493,YouTube,"Emirates cabin crew, always looking dope. Hoping to fly Emirates airline very soon. Weldone for all the hard work to ensure everything is organized and everyone is attended to onboard.",
494,YouTube,"From an ex crew, this brings back soooooo many memories omgggg !!! Amazing!!!! Things haven't changed much at all since I stopped flying in 2013 ! Eeekkkk showing my age now lol 😆 Enjoy all the travels !! They're the best times of your life !!! I miss that red hat hehehe 💗💗💗",
495,YouTube,"I won't ever fly with Emirates : they murdered thousands people in Yémen. They are like Israël... but like them, one day, they will pay.",
496,YouTube,Do you normally sleep together as crew? So sex is not an issue for cabin crew? Maybe you can change partners after a month?,
497,YouTube,Are they couple ? It’s weird to see cabin crew like this . They’re suspicious. Are they Arabian,
498,YouTube,believe in the Lord Jesus Christ,
499,YouTube,I used to work for emirates and know how strict they were with crew having phones out and filming on board and also sharing on social media. so I’m just wondering how you were able to film this?,
500,YouTube,Not a easy job under any circumstances.,
501,YouTube,Heathrow to Dubai then to Bangkok with Emirates in 2000. I'd just booked a last minute deal and had never heard of Emirates. The best flight I've ever had and never bettered.,
502,YouTube,Tough Job 👌👍,
503,YouTube,Love watching your videos. I use to fly for Norwegian but Covid ended their American flights and crews.,
504,YouTube,"i have always wanted to be a part of the cabin crew of emirates, or any airline company i look up to you two and you guys inspire me 🤩🤩🤩",
505,YouTube,Very interesting to see what happens behind the scenes for cabin crew. And this couple is so sexy. Can you imagine the sex these two have after a long flight? Hot! I thought it was interesting that there is a time for cabin crew to meet each other and introduce themselves in the briefing before they get on the plane. I thought they pretty much traveled with the same crew most of the time.,
506,YouTube,What kind of luggage are you carrying in this video? By the way love both of you. Hardworking lovely couple,
507,YouTube,So if you work for emrites and live in Dubai you have an apartment that they help you find etc? And then they have a shuttle to those apartments every 20 minutes? That’s really nice.,
508,YouTube,More harder when your partner has another job.,
509,YouTube,"hello .... i want to ask many questions .... do Emirates provides you visa and ticket to dubai when uh apply as a cabin crew .... for training .... at a time ⏰ of training do they provide you food 🥝, accomodations, pick and drop and some amount to stay in dubai ...?? after 6 months what is the basic salary and do they give salary at a time of training ..... how much hours we have to spend on working/month .... time gap b/w two flights",
510,YouTube,What a coincidence that your frnd was travelling too right... well I am a crew too so I know how where & who is shooting. While landing also he had camera on hand so that is the perfect example that safety is being compromised... & sorry that I am unable to reply on the comment you made about me making conclusions cuz it is not redirecting me to my previous comment... & I guess more then me you need to learn how to be polite... sorry that I discovered your page & thought of investing my time here... anyways all the best to you both bye,
511,YouTube,Only you both are the flight crew for this flight?? (Excluding the pilots),
512,YouTube,"Great insight into how dedicated you need to be to work as CC. You deserve the time you get to relax, especially after working unsocial hours, being away from home and starting work at all hours of the day. I really take my hat off to you. Thanks for the upload, liked, bell'd and subb'd.",
513,YouTube,Difficult part of this job is holding fart in entire flight may be up to 18 hours. 😁,
514,YouTube,Are spectacles allowed for cabin crew..?,
515,YouTube,"Looks unrealistic, male and female cabin crews are alloted different accommodation in Emirates",
516,YouTube,Insha Allah 🤲 beautiful couple and great job life will be joyful 4ever🙏🏽,
517,YouTube,Amazing welldone for doing this beautiful job 🇬🇧💯,
518,YouTube,"I travel often and Emirates is still my favorite flight. Thank you for sharing your life behind the scene with us. The crew member is the best. I always love seeing you all walking, like super models.",
519,YouTube,"Great video, but do you not get in trouble for filming on flight or whilst working? Just curious",
520,YouTube,How much is your salary,
521,YouTube,Does couple like you can work together? Amazing...,
522,YouTube,Wonderful couple working together in a flight environment. Thank you for the information from you guys that have revealed to us the real life of a Cabin Crew from the Real Cabin Crew themselves.,
523,YouTube,Hahahah Lolz. What a joke. Everyone knows whats life of an ordinary cabin crew. Everyone knows how VIP and elite culture is Everywhere in this corporate and in all corporates. Everyone knows how Promotions are driven within these type of semi-asian managment orgnizations. So cur the crap... (regardless what Customer see from outside..),
524,YouTube,"I think the cabin Creew job...Is a really a bada kind of work! Impossibile ti schedule a private Life, impossibile follow our passions, family.... I think Is good only for 2 years. No more.!",
525,YouTube,"You are soooo lucky guys, I would never have the means to pay a hotel nor a flight like that. This world is unfair. We have to watch how the rich live",
526,YouTube,Why do EK crews check in a bag as opposed to carry on?,
527,YouTube,It's always been my dream to be part of Emirates Cabin Crew❣️... Still hoping🤞,
528,YouTube,"B.S not a big deal, thousands are working as cabin crew around the world! so what's up with these two ????",
529,YouTube,"When I was young, I used to like the idea of having this work lifestyle, but realistically, 'traveling' to places that mean nothing special to me just because the company you work for requires you to do so is no longer my idea of traveling... especially when said traveling revolves pretty much just around long flights inside a flying can and airports, and back and forth to hotels, with very little time to explore, experience, and enjoy the places you travel to. That's not traveling to me, that's moving around, and I don't think you could pay me to do it these days, too late for that.",
530,YouTube,Cabin crews have a bed to sleep and they get paid and there is me pays money to just sit for 12 hours :) lol,
531,YouTube,If allowance is attached to salary or is it a salary increase? Do u have to convert the currency and pay for conversion yourself? Do just log your food expenses and the give it to u with you salary? Will love if u can explain how it works.,
532,YouTube,"If I fly , I only fly with Emirates .... Love crew and they kindness..... can’t wait to fly with you guys again from Sydney to Zagreb !!!",
533,YouTube,I’ve never seen any black skinned person working at Flight Emirates ... do they have any ? Because I’ve been wanting to apply but since I’ve never seen one I’m Just so scared to have a bad experience or huge discrimination..... because I’m black .... Thanks for the answer if you see this comment,
534,YouTube,"Thank you for your video, I enjoyed it! I know you both work very hard, I'm glad you get some downtime too. Are you always assigned together on the same crew? If so, that would help some to fight the loneliness away from family. I'm going to watch some more of your videos. ❤️",
535,YouTube,You guys live near my school and quick question is it the Emirates headquarters or is it a public apartment the reason why I'm asking is because I see the Emirates bus often picking someone up or dropping them members from the Emirates airlines BTW thanks for showing what is like as a cabin crew member My passion is to be a pilot or a cabin crew member.,
536,YouTube,"My girl friend is in emirates too, when she lands the first thing she does is calls me & will share her experience about her flight. Than she comes home, she rings the bell three times🤣so I realise its her...so I run open the door..she takes shower & jumps on bed & within seconds she is dead sleepy. I empty her luggage, make food for her...because when she gets up she is damn hungry, I kiss her forehead goodbye & she smiles in sleep and I leave for my work. I think people don't appreciate them much. Being cabin crew is not only exhausting, but also you gotta comprise lot of important stuff in life. Hope you two have a successful life full of love & happiness..🤗",
537,YouTube,Are you married?and can you fly together ?Cause when i was cabin crew in my company we had as well couple husband and wife like but they never flew together.Because for safety like.Do emirates put you on schedule together?,
538,YouTube,"why does the crew carry so much luggage? All they need is change of uniform and hygiene products. Its work, not vacation.",
539,YouTube,"Very nice, decent and great viewing. You two are true professionals, I expected nothing less from Emirates Airline crews, and we thank you for your service. 👏👏",
540,YouTube,Great insite guys showing what Goes on.I have too admit I don't miss the Shift work ...As I was a Qantas employee for 14 years.Ive decided too semi retire an purchased a 10ace hobby farm .It's been 3 years now.Havent seen a Airport or a Aircraft in all that time.Happy Flying guys.,
541,YouTube,"I'm always very respectful to cabin crew when I fly. I worked at restaurants as a food runner when I was young and I won't imagine doing that in a flight + all the tasks you have to do for securities, speaking differents languages and all having very long flights etc. Must be tough",
542,YouTube,Thanks for actually showing something how it is at the back. I think it looks very exciting at a distance but It’s a hard work what you are doing as a job dear lovely couple. God bless you!💕🌹,
543,YouTube,Heey i really appreciate every staffs...i am a 15 yr old girl and i wish to be a cabin crew... ⭕️How much is the salary? ⭕️Did we can stop when we needed? (It will be helpfull if your replied me🙂),
544,YouTube,Lovely couple would love to work for Emirates.,
545,YouTube,"You should consider recording something different next time. If you search for EK/Emirates cabin crew, you will find the same thing over and over again.. Learn to be creative",
546,YouTube,My experience with Emirates has been very bad. On my flight from Amsterdam to Dubai the crew members missed out on my Veg meal and instead of accepting their fault they argued that I never opted for one. I showed them my booking details and then they accepted. Also highly poor service. I asked for one soft drink and they did not give me till 30 minutes. I had to getup and ask for it. Emirates is highly overrated. Singapore airlines and Qatar airlines are way much better.,
547,YouTube,"I think no matter how much you try and glamourise it, it’s still an average tiring job.",
548,YouTube,You'd never see QR crew do this. Omg that company treats the crew like they're kids😐,
549,YouTube,Travelled on Emirates only twice to n from India to SA via Dubai (work related)... Loved the experience n I wish to my parents once on emirates.. Beautiful vlog .,
550,YouTube,"Before you gave your girlfriend/fiancé/wife a kiss, I was going to ask if you two were significant others, since you were sharing a room, as well as if it’s common for couples to be on the same flight crew? 🙂",
551,YouTube,"Wow! Would definitely get fired if I ever made a video like this at QR Thank you for sharing this, it’s so cool to see other airline’s life and work",
552,YouTube,You guys are doing very nice job really 👏👏👏. Because of you only people like me are able to know the life of Emirates cabin crew. Love you guy's. Waiting for your new video.,
553,YouTube,#crewlife great video ... long live Emitates crew 💕,
554,YouTube,Typical. Pilot find a fuckable cabin crew member with a dirty pussy.,
